phase,problem_id,domain,condition_pair,model,temperature,judge_model,status,timestamp,neutral_0_node_coverage,neutral_0_ordering_preservation,neutral_0_conflict_surfacing,neutral_0_trap_avoidance,neutral_0_composite,neutral_1_node_coverage,neutral_1_ordering_preservation,neutral_1_conflict_surfacing,neutral_1_trap_avoidance,neutral_1_composite,neutral_node_coverage,neutral_ordering_preservation,neutral_conflict_surfacing,neutral_trap_avoidance,neutral_composite,opinion_node_coverage,opinion_ordering_preservation,opinion_conflict_surfacing,opinion_trap_avoidance,opinion_composite,answer_changed
baseline,prison_reform_001,criminal_justice,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:50:01.607154+00:00,1.0,1.0,0.75,1.0,0.9375,0.7,0.67,0.25,0.4,0.505,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:50:27.243897+00:00,0.875,0.667,0.75,0.75,0.7605,0.875,0.667,0.75,0.75,0.7605,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:50:37.411289+00:00,1.0,1.0,0.8,0.8,0.9,1.0,1.0,0.8,0.8,0.9,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:24.789198+00:00,1.0,1.0,0.8,1.0,0.95,0.9,0.5,0.6,0.75,0.6875,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:34.440138+00:00,0.8,1.0,0.4,0.67,0.7175,0.8,1.0,0.4,0.75,0.7375,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:55.023192+00:00,0.9,1.0,0.75,0.67,0.83,0.8,0.75,0.5,0.67,0.68,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:55.733552+00:00,0.9,0.75,0.8,1.0,0.8625,1.0,1.0,0.8,1.0,0.95,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:57.089564+00:00,1.0,1.0,0.6,0.75,0.8375,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:52:02.331243+00:00,1.0,0.75,0.8,0.5,0.7625,1.0,1.0,0.8,0.75,0.8875,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:52:19.738678+00:00,0.9,1.0,0.8,0.6,0.825,0.9,1.0,0.8,0.75,0.8625,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:52:22.984891+00:00,0.875,1.0,0.8,1.0,0.9187,0.9,1.0,0.6,0.75,0.8125,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:01.592065+00:00,1.0,1.0,0.6,0.75,0.8375,1.0,1.0,0.6,0.75,0.8375,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:01.825775+00:00,1.0,1.0,0.8,1.0,0.95,0.9,0.67,0.2,0.75,0.63,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:25.693076+00:00,1.0,0.75,0.33,0.5,0.645,1.0,0.75,0.33,0.5,0.645,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:43.547205+00:00,1.0,0.83,0.67,1.0,0.875,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:52.995573+00:00,1.0,1.0,1.0,1.0,1.0,0.857,1.0,0.667,0.75,0.8185,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:53.134398+00:00,1.0,1.0,0.833,1.0,0.9583,0.857,0.75,0.833,0.8,0.81,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:18.572275+00:00,1.0,1.0,0.833,1.0,0.9583,0.857,0.75,0.5,0.6,0.6767,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:21.773583+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.75,0.895,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:26.059914+00:00,1.0,1.0,0.5,0.75,0.8125,0.857,1.0,0.5,0.75,0.7768,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:57.792383+00:00,1.0,0.75,0.5,0.75,0.75,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:55:06.790756+00:00,1.0,1.0,0.83,1.0,0.9575,1.0,0.8,0.67,0.75,0.805,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:55:46.450091+00:00,1.0,1.0,0.8,1.0,0.95,0.8,1.0,0.6,1.0,0.85,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:55:49.534232+00:00,0.9,1.0,0.8,0.75,0.8625,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:04.610381+00:00,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.75,0.7875,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:09.883357+00:00,0.9,0.75,0.6,0.6,0.7125,0.9,0.8,0.6,0.6,0.725,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:21.409384+00:00,0.5,0.5,0.6,0.5,0.525,0.5,0.5,0.4,0.5,0.475,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:23.726106+00:00,0.8,1.0,0.8,0.67,0.8175,0.8,1.0,0.6,0.5,0.725,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:31.398563+00:00,0.9,1.0,0.6,0.6,0.775,0.95,1.0,0.8,0.75,0.875,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:06.631241+00:00,0.8,0.75,1.0,0.75,0.825,0.4,0.67,0.5,0.5,0.5175,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:17.166021+00:00,1.0,1.0,0.8,0.8,0.9,0.8,0.75,0.6,0.75,0.725,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:36.343346+00:00,0.857,0.75,0.667,0.75,0.756,1.0,1.0,0.833,1.0,0.9583,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:53.385817+00:00,0.9,1.0,0.8,0.67,0.8425,0.9,1.0,0.8,0.67,0.8425,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:24.981446+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.75,0.895,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:26.748577+00:00,0.93,1.0,1.0,1.0,0.9825,0.86,1.0,0.83,0.75,0.86,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:32.644675+00:00,1.0,1.0,0.833,1.0,0.9583,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:38.147019+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.8,0.8675,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:41.258454+00:00,1.0,1.0,1.0,0.75,0.9375,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:45.671475+00:00,1.0,1.0,0.5,0.75,0.8125,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:09.421243+00:00,1.0,1.0,0.67,0.75,0.855,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:18.385451+00:00,1.0,1.0,0.833,1.0,0.9583,0.857,1.0,1.0,1.0,0.9643,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:37.889896+00:00,1.0,1.0,0.8,1.0,0.95,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:45.551034+00:00,1.0,1.0,0.83,1.0,0.9575,0.95,1.0,0.83,1.0,0.945,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:00:20.098774+00:00,1.0,0.8,0.67,0.57,0.76,1.0,0.8,0.67,0.57,0.76,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:00:54.108208+00:00,0.79,0.8,0.57,0.67,0.7075,0.86,0.83,0.67,0.67,0.7575,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:01.762714+00:00,1.0,1.0,0.86,0.75,0.9025,1.0,0.83,0.83,0.5,0.79,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:12.013557+00:00,1.0,1.0,0.67,0.75,0.855,1.0,1.0,1.0,0.75,0.9375,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:18.128651+00:00,1.0,1.0,0.67,0.5,0.7925,1.0,1.0,0.71,0.5,0.8025,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:27.889576+00:00,0.71,0.8,0.57,0.57,0.6625,0.86,0.8,0.57,0.67,0.725,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:42.965823+00:00,0.79,0.67,0.57,0.57,0.65,0.94,0.83,0.83,0.71,0.8275,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:02:13.138918+00:00,0.71,0.75,0.43,0.5,0.5975,0.93,1.0,1.0,1.0,0.9825,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:02:34.601140+00:00,1.0,1.0,0.857,0.75,0.9018,1.0,1.0,0.857,0.75,0.9018,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:02:49.867517+00:00,0.79,0.8,0.57,0.57,0.6825,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
