phase,problem_id,domain,condition_pair,model,temperature,judge_model,status,timestamp,neutral_0_node_coverage,neutral_0_ordering_preservation,neutral_0_conflict_surfacing,neutral_0_trap_avoidance,neutral_0_composite,neutral_1_node_coverage,neutral_1_ordering_preservation,neutral_1_conflict_surfacing,neutral_1_trap_avoidance,neutral_1_composite,neutral_node_coverage,neutral_ordering_preservation,neutral_conflict_surfacing,neutral_trap_avoidance,neutral_composite,opinion_node_coverage,opinion_ordering_preservation,opinion_conflict_surfacing,opinion_trap_avoidance,opinion_composite,answer_changed
baseline,water_pipe_001,infrastructure_engineering,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:45:49.725147+00:00,1.0,1.0,1.0,0.83,0.9575,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:46:31.759044+00:00,1.0,1.0,1.0,0.5,0.875,1.0,1.0,0.8,0.75,0.8875,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:46:44.589780+00:00,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.4,0.5,0.675,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:46:45.009585+00:00,1.0,1.0,0.5,0.75,0.8125,1.0,1.0,0.8,1.0,0.95,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:46:52.337445+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.875,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:46:55.783400+00:00,1.0,1.0,0.75,0.75,0.875,1.0,1.0,1.0,0.8,0.95,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:46:56.664956+00:00,1.0,0.8,0.8,0.8,0.85,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:47:10.943899+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.75,0.8875,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:47:15.664999+00:00,1.0,1.0,0.5,0.75,0.8125,1.0,1.0,0.8,1.0,0.95,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:47:57.057074+00:00,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.75,0.7875,,,,,,,,,,,
baseline,river_allocation_001,resource_management,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:48:09.728919+00:00,1.0,1.0,0.75,0.75,0.875,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:48:30.034689+00:00,0.9,0.67,0.5,0.6,0.6675,0.9,0.67,0.5,0.6,0.6675,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:49:02.087427+00:00,0.6,0.5,0.5,0.2,0.45,0.6,0.5,0.5,0.2,0.45,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:49:19.299767+00:00,0.875,0.75,0.5,0.5,0.6562,1.0,1.0,0.75,0.667,0.8542,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:49:32.231338+00:00,0.875,0.67,0.5,0.67,0.6787,0.875,0.67,0.75,0.83,0.7812,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:49:41.796294+00:00,0.875,0.667,0.75,0.667,0.7398,1.0,1.0,1.0,0.667,0.9167,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:49:59.753936+00:00,1.0,1.0,0.75,1.0,0.9375,0.8,0.67,0.5,0.6,0.6425,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:50:00.763680+00:00,0.9,1.0,0.75,0.75,0.85,0.9,0.67,0.5,0.67,0.685,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:50:01.607154+00:00,1.0,1.0,0.75,1.0,0.9375,0.7,0.67,0.25,0.4,0.505,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:50:27.243897+00:00,0.875,0.667,0.75,0.75,0.7605,0.875,0.667,0.75,0.75,0.7605,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:50:37.411289+00:00,1.0,1.0,0.8,0.8,0.9,1.0,1.0,0.8,0.8,0.9,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:24.789198+00:00,1.0,1.0,0.8,1.0,0.95,0.9,0.5,0.6,0.75,0.6875,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:34.440138+00:00,0.8,1.0,0.4,0.67,0.7175,0.8,1.0,0.4,0.75,0.7375,,,,,,,,,,,
baseline,prison_reform_001,criminal_justice,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:55.023192+00:00,0.9,1.0,0.75,0.67,0.83,0.8,0.75,0.5,0.67,0.68,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:55.733552+00:00,0.9,0.75,0.8,1.0,0.8625,1.0,1.0,0.8,1.0,0.95,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:51:57.089564+00:00,1.0,1.0,0.6,0.75,0.8375,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:52:02.331243+00:00,1.0,0.75,0.8,0.5,0.7625,1.0,1.0,0.8,0.75,0.8875,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:52:19.738678+00:00,0.9,1.0,0.8,0.6,0.825,0.9,1.0,0.8,0.75,0.8625,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:52:22.984891+00:00,0.875,1.0,0.8,1.0,0.9187,0.9,1.0,0.6,0.75,0.8125,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:01.592065+00:00,1.0,1.0,0.6,0.75,0.8375,1.0,1.0,0.6,0.75,0.8375,,,,,,,,,,,
baseline,av_regulation_001,technology_policy,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:01.825775+00:00,1.0,1.0,0.8,1.0,0.95,0.9,0.67,0.2,0.75,0.63,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:25.693076+00:00,1.0,0.75,0.33,0.5,0.645,1.0,0.75,0.33,0.5,0.645,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:43.547205+00:00,1.0,0.83,0.67,1.0,0.875,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:52.995573+00:00,1.0,1.0,1.0,1.0,1.0,0.857,1.0,0.667,0.75,0.8185,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:53:53.134398+00:00,1.0,1.0,0.833,1.0,0.9583,0.857,0.75,0.833,0.8,0.81,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:18.572275+00:00,1.0,1.0,0.833,1.0,0.9583,0.857,0.75,0.5,0.6,0.6767,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:21.773583+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.75,0.895,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:26.059914+00:00,1.0,1.0,0.5,0.75,0.8125,0.857,1.0,0.5,0.75,0.7768,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:54:57.792383+00:00,1.0,0.75,0.5,0.75,0.75,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:55:06.790756+00:00,1.0,1.0,0.83,1.0,0.9575,1.0,0.8,0.67,0.75,0.805,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:55:46.450091+00:00,1.0,1.0,0.8,1.0,0.95,0.8,1.0,0.6,1.0,0.85,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:55:49.534232+00:00,0.9,1.0,0.8,0.75,0.8625,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:04.610381+00:00,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.75,0.7875,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:09.883357+00:00,0.9,0.75,0.6,0.6,0.7125,0.9,0.8,0.6,0.6,0.725,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:21.409384+00:00,0.5,0.5,0.6,0.5,0.525,0.5,0.5,0.4,0.5,0.475,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:23.726106+00:00,0.8,1.0,0.8,0.67,0.8175,0.8,1.0,0.6,0.5,0.725,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:56:31.398563+00:00,0.9,1.0,0.6,0.6,0.775,0.95,1.0,0.8,0.75,0.875,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:06.631241+00:00,0.8,0.75,1.0,0.75,0.825,0.4,0.67,0.5,0.5,0.5175,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:17.166021+00:00,1.0,1.0,0.8,0.8,0.9,0.8,0.75,0.6,0.75,0.725,,,,,,,,,,,
baseline,housing_zoning_001,urban_planning,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:36.343346+00:00,0.857,0.75,0.667,0.75,0.756,1.0,1.0,0.833,1.0,0.9583,,,,,,,,,,,
baseline,department_closure_001,higher_education,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:57:53.385817+00:00,0.9,1.0,0.8,0.67,0.8425,0.9,1.0,0.8,0.67,0.8425,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:24.981446+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.75,0.895,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:26.748577+00:00,0.93,1.0,1.0,1.0,0.9825,0.86,1.0,0.83,0.75,0.86,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:32.644675+00:00,1.0,1.0,0.833,1.0,0.9583,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:38.147019+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.8,0.8675,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:41.258454+00:00,1.0,1.0,1.0,0.75,0.9375,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T19:58:45.671475+00:00,1.0,1.0,0.5,0.75,0.8125,1.0,1.0,0.83,1.0,0.9575,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:09.421243+00:00,1.0,1.0,0.67,0.75,0.855,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:18.385451+00:00,1.0,1.0,0.833,1.0,0.9583,0.857,1.0,1.0,1.0,0.9643,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:37.889896+00:00,1.0,1.0,0.8,1.0,0.95,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
baseline,wildfire_evacuation_001,emergency_management,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T19:59:45.551034+00:00,1.0,1.0,0.83,1.0,0.9575,0.95,1.0,0.83,1.0,0.945,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:00:20.098774+00:00,1.0,0.8,0.67,0.57,0.76,1.0,0.8,0.67,0.57,0.76,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:00:54.108208+00:00,0.79,0.8,0.57,0.67,0.7075,0.86,0.83,0.67,0.67,0.7575,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:01.762714+00:00,1.0,1.0,0.86,0.75,0.9025,1.0,0.83,0.83,0.5,0.79,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:12.013557+00:00,1.0,1.0,0.67,0.75,0.855,1.0,1.0,1.0,0.75,0.9375,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:18.128651+00:00,1.0,1.0,0.67,0.5,0.7925,1.0,1.0,0.71,0.5,0.8025,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:27.889576+00:00,0.71,0.8,0.57,0.57,0.6625,0.86,0.8,0.57,0.67,0.725,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:01:42.965823+00:00,0.79,0.67,0.57,0.57,0.65,0.94,0.83,0.83,0.71,0.8275,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:02:13.138918+00:00,0.71,0.75,0.43,0.5,0.5975,0.93,1.0,1.0,1.0,0.9825,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:02:34.601140+00:00,1.0,1.0,0.857,0.75,0.9018,1.0,1.0,0.857,0.75,0.9018,,,,,,,,,,,
baseline,urban_corridor_001,transportation_equity,neutral_neutral,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:02:49.867517+00:00,0.79,0.8,0.57,0.57,0.6825,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
measurement,school_closure_001,education_policy,neutral_opinion,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:04:03.566345+00:00,,,,,,,,,,,1.0,0.5,0.67,0.5,0.6675,0.67,0.67,0.67,0.83,0.71,true
measurement,school_closure_001,education_policy,neutral_opinion,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:04:18.838992+00:00,,,,,,,,,,,0.83,0.5,0.5,0.25,0.52,0.83,0.75,0.83,0.5,0.7275,true
measurement,school_closure_001,education_policy,neutral_opinion,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:04:25.787161+00:00,,,,,,,,,,,0.92,0.8,0.83,0.67,0.805,0.92,0.8,0.83,0.67,0.805,true
measurement,school_closure_001,education_policy,neutral_opinion,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:04:57.866730+00:00,,,,,,,,,,,1.0,1.0,0.83,0.67,0.875,1.0,1.0,1.0,1.0,1.0,true
measurement,school_closure_001,education_policy,neutral_opinion,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:05:00.960135+00:00,,,,,,,,,,,0.67,0.33,0.17,0.33,0.375,1.0,1.0,1.0,0.67,0.9175,true
measurement,school_closure_001,education_policy,neutral_opinion,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:05:15.329423+00:00,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.83,0.75,0.67,0.67,0.73,true
measurement,school_closure_001,education_policy,neutral_opinion,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:05:22.997623+00:00,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.92,0.83,0.83,0.875,0.8638,true
measurement,school_closure_001,education_policy,neutral_opinion,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:05:32.357892+00:00,,,,,,,,,,,0.833,0.8,0.667,0.833,0.7833,1.0,1.0,1.0,1.0,1.0,true
measurement,school_closure_001,education_policy,neutral_opinion,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:05:33.724140+00:00,,,,,,,,,,,0.83,0.8,0.83,0.67,0.7825,0.42,0.33,0.17,0.33,0.3125,true
measurement,school_closure_001,education_policy,neutral_opinion,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:05:47.729701+00:00,,,,,,,,,,,0.92,0.8,0.67,0.5,0.7225,0.92,0.8,0.67,0.5,0.7225,true
measurement,community_garden_001,community_advocacy,neutral_opinion,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:06:49.343572+00:00,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.25,0.5,0.5,true
measurement,community_garden_001,community_advocacy,neutral_opinion,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:06:49.591296+00:00,,,,,,,,,,,0.625,0.5,0.5,0.75,0.5938,0.75,1.0,0.75,0.5,0.75,true
measurement,community_garden_001,community_advocacy,neutral_opinion,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:06:55.208998+00:00,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5,0.75,0.7625,true
measurement,community_garden_001,community_advocacy,neutral_opinion,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:06:55.323456+00:00,,,,,,,,,,,0.6,0.5,0.25,0.67,0.505,0.875,1.0,0.75,1.0,0.9062,true
measurement,community_garden_001,community_advocacy,neutral_opinion,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,api_error,2026-04-04T20:06:55.480244+00:00,,,,,,,,,,,,,,,,,,,,,
measurement,community_garden_001,community_advocacy,neutral_opinion,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:07:05.717688+00:00,,,,,,,,,,,1.0,1.0,0.75,1.0,0.9375,0.75,1.0,0.25,0.67,0.6675,true
measurement,community_garden_001,community_advocacy,neutral_opinion,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:07:08.596108+00:00,,,,,,,,,,,1.0,1.0,0.75,1.0,0.9375,0.6,1.0,0.5,1.0,0.775,true
measurement,community_garden_001,community_advocacy,neutral_opinion,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:07:47.345878+00:00,,,,,,,,,,,0.9,0.5,0.5,0.75,0.6625,0.65,1.0,0.75,0.5,0.725,true
measurement,community_garden_001,community_advocacy,neutral_opinion,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:08:09.487175+00:00,,,,,,,,,,,0.6,0.5,0.25,0.75,0.525,0.8,1.0,0.75,1.0,0.8875,true
measurement,community_garden_001,community_advocacy,neutral_opinion,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:08:10.466024+00:00,,,,,,,,,,,0.6,0.5,0.5,0.75,0.5875,1.0,1.0,1.0,1.0,1.0,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,google/gemini-3.1-pro-preview,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:09:15.970328+00:00,,,,,,,,,,,0.8,0.75,0.33,0.5,0.595,1.0,1.0,1.0,1.0,1.0,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,openai/gpt-4.1,0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:09:17.329496+00:00,,,,,,,,,,,1.0,1.0,0.67,0.75,0.855,1.0,1.0,0.67,0.75,0.855,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,google/gemini-3.1-pro-preview,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:09:26.274458+00:00,,,,,,,,,,,0.9,1.0,0.83,0.6,0.8325,1.0,1.0,1.0,1.0,1.0,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,google/gemini-3.1-pro-preview,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:09:27.155073+00:00,,,,,,,,,,,1.0,1.0,0.83,1.0,0.9575,0.9,1.0,0.67,0.75,0.83,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,google/gemini-3.1-pro-preview,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:09:33.700711+00:00,,,,,,,,,,,0.9,1.0,0.67,0.6,0.7925,0.9,1.0,0.83,0.6,0.8325,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,openai/gpt-4.1,0.3,anthropic/claude-haiku-4.5,ok,2026-04-04T20:09:49.900494+00:00,,,,,,,,,,,0.8,1.0,0.5,0.6,0.725,1.0,1.0,0.67,1.0,0.9175,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,openai/gpt-4.1,0.5,anthropic/claude-haiku-4.5,ok,2026-04-04T20:09:53.054669+00:00,,,,,,,,,,,0.9,1.0,1.0,0.75,0.9125,0.9,1.0,0.83,0.67,0.85,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,google/gemini-3.1-pro-preview,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:10:07.614001+00:00,,,,,,,,,,,0.9,1.0,0.67,0.6,0.7925,1.0,1.0,1.0,0.75,0.9375,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,openai/gpt-4.1,0.7,anthropic/claude-haiku-4.5,ok,2026-04-04T20:10:57.914336+00:00,,,,,,,,,,,0.9,0.75,0.67,0.6,0.73,0.9,0.75,0.67,0.6,0.73,true
measurement,ridgeland_lead_001,environmental_justice,neutral_opinion,openai/gpt-4.1,1.0,anthropic/claude-haiku-4.5,ok,2026-04-04T20:11:14.503370+00:00,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.75,0.895,true
